generic_name,status,availability,shortage_reason,dosage_form,company_name,initial_posting_date,update_type,therapeutic_category,year,month,risk,generic_name_encoded,shortage_reason_encoded,dosage_form_encoded,company_name_encoded,update_type_encoded,therapeutic_category_encoded,production_drop_3m,import_dependency,demand_surge,days_since_last_shortage,manufacturer_shortage_history,price_increase_pct
Amino Acid Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2020-12-08,Reverified,Gastroenterology,2020,12,0,9,8,8,20,1,7,18.14570966946461,10.149009253879228,0,1318.3039914722153,4.364737001618146,26.82599230302136
Dextrose Monohydrate 10% Injection,Current,Available,Unknown,Injection,B. Braun Medical Inc.,2022-03-01,Reverified,Endocrinology/Metabolism,2022,3,0,63,8,8,18,1,6,8.95445461556762,50.876786322252634,1,417.410529733865,8.987665243342066,20.363603639382156
Furosemide Injection,Current,Available,Unknown,Injection,"Avet Pharmaceuticals, Inc.",2020-04-07,Revised,Cardiovascular,2020,4,0,96,8,8,17,2,4,21.774285766679817,56.19195051105854,0,538.5936315046299,3.2771182514322454,3.5570071464871695
Ketorolac Tromethamine Injection,Current,Unavailable,Other,Injection,"Fresenius Kabi USA, LLC",2018-03-23,Reverified,Analgesia/Addiction,2018,3,0,124,3,8,42,1,0,33.08101713629077,10.213804555293066,0,715.8663826105432,7.653781425923546,0.0
Etomidate Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2022-10-05,Revised,Anesthesia,2022,10,0,85,8,8,53,2,1,62.723718024210605,64.69084290967454,0,277.22312307266475,5.439990983005113,37.55391247052131
Hydroxocobalamin Injection,Current,Unavailable,Other,Injection,"Teva Pharmaceuticals USA, Inc.",2024-11-04,Revised,Other,2024,11,0,109,3,8,117,2,13,28.49155625663678,34.372656862964334,0,519.9242473047716,8.255207638109749,11.798237661264352
Midazolam Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,"Fresenius Kabi USA, LLC",2020-04-02,Revised,Anesthesia,2020,4,0,146,1,8,42,2,1,30.151007814455287,48.229446263682085,0,262.98341682134696,2.9846926455555423,59.06237529868423
Promethazine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2023-11-21,Revised,Analgesia/Addiction,2023,11,0,193,8,8,53,2,0,23.511081684676654,80.46885382161933,1,645.4427595159808,6.088408725908705,33.02317427578333
Flurazepam Hydrochloride Capsule,Current,Unavailable,Regulatory delay,Capsule,"Rising Pharma Holdings, Inc.",2022-08-03,Reverified,Neurology,2022,8,0,91,4,0,98,1,10,0.0,64.7304649490417,1,403.39207300555074,3.822195932198977,25.123392101719446
Hydromorphone Hydrochloride Injection,Current,Unavailable,Other,Injection,"Fresenius Kabi USA, LLC",2017-10-31,Reverified,Analgesia/Addiction,2017,10,0,108,3,8,42,1,0,24.469722491015663,39.09232574607169,0,594.0514845566339,0.0,25.91193343838165
Lorazepam Injection,Current,Unavailable,Other,Injection,"Hikma Pharmaceuticals USA, Inc.",2018-09-05,Revised,Neurology,2018,9,0,134,3,8,53,2,10,26.20460419882053,25.393771040863676,0,133.71192873003946,0.7304692449385737,26.059651475831984
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Limited Availability,Demand increase for the drug,Tablet,"Trigen Laboratories, LLC",2023-07-26,Reverified,Psychiatry,2023,7,0,142,1,24,121,1,15,74.26484224970572,0.0,1,209.87924809782805,5.747130837858255,9.581495819543449
Bumetanide Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2018-01-31,Revised,Cardiovascular,2018,1,0,29,8,8,53,2,4,21.152780704377548,29.178626976666756,0,30.0,5.548794748839995,0.0
Dopamine Hydrochloride Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2017-11-06,Reverified,Cardiovascular,2017,11,0,71,8,8,20,1,4,31.03094684667225,40.35513474579072,0,251.3144722358273,0.11506783409523003,11.739723102262406
Everolimus Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Endo Pharmaceuticals, Inc.",2026-01-06,New,Transplant,2026,1,1,86,8,24,35,0,21,24.305764605895135,23.282050402673953,0,30.0,4.661102646514011,19.724656637093947
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Unavailable,Other,Tablet,"Vertical Pharmaceuticals, LLC",2023-07-26,Reverified,Psychiatry,2023,7,0,142,3,24,123,1,15,1.6264392476093583,42.112346723969296,1,392.51492800926064,5.509780679576516,10.282740481578658
Sodium Bicarbonate Injection,Current,Unavailable,Other,Injection,"Fresenius Kabi USA, LLC",2017-07-24,Reverified,Endocrinology/Metabolism,2017,7,0,209,3,8,42,1,6,47.856456290300414,46.6907414250929,1,313.0159048129758,3.89600329078718,0.7087467506007705
Somatropin Injection,To Be Discontinued,Unknown,Unknown,Injection,"Novo Nordisk, Inc.",2025-11-14,New,Endocrinology/Metabolism,2025,11,1,212,8,8,86,0,6,40.038660653735484,40.05316840022227,0,552.8188372687744,6.186455912978909,8.776845275562875
Caspofungin Acetate Injection,To Be Discontinued,Unknown,Unknown,Injection,"Fresenius Kabi USA, LLC",2026-01-12,New,Anti-Infective,2026,1,1,39,8,8,42,0,2,40.82063894086094,30.699943221883885,1,515.6127035520013,5.777665923786307,35.53598700459412
Celecoxib Capsule,To Be Discontinued,Unknown,Unknown,Capsule,"Teva Pharmaceuticals USA, Inc.",2025-08-15,New,Analgesia/Addiction,2025,8,1,43,8,0,117,0,0,6.81225090410522,48.71040278326801,1,939.9779189683746,3.894569261785877,31.22293676591221
Amino Acid Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2020-12-08,Reverified,Gastroenterology,2020,12,0,9,8,8,20,1,7,53.05588621872198,54.722694290527,0,1408.008564670939,2.4675255434076444,22.57114693855258
"Fluvastatin Sodium Tablet, Extended Release",To Be Discontinued,Unknown,Unknown,Tablet,Sandoz Inc.,2026-01-27,New,Cardiovascular,2026,1,1,93,8,24,103,0,4,0.0,21.011220296257388,0,898.1386546027222,7.127624776277528,28.806468894504437
Ketorolac Tromethamine Injection,Current,Available,Unknown,Injection,Gland Pharma Limited,2018-06-06,Reverified,Analgesia/Addiction,2018,6,0,124,8,8,47,1,0,36.73714187600541,76.04051235441794,0,341.4123437187192,5.389486293636464,3.020997986085007
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2018-03-23,Reverified,Anesthesia,2018,3,0,206,8,8,42,1,1,68.80911251619958,42.83106108974624,1,327.3132376015385,0.0,8.06862812367791
Metoprolol Tartrate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Aurobindo Pharma USA,2025-06-03,New,Cardiovascular,2025,6,1,144,8,24,16,0,4,5.189273497386232,45.41469170478665,0,804.0320648245004,4.662692968244162,24.66522611567287
Pravastatin Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-13,New,Cardiovascular,2025,6,1,191,8,24,117,0,4,13.674045407944561,60.58071731164426,1,30.0,0.5469258716267991,4.93236753600765
Irinotecan Hydrochloride Injection,To Be Discontinued,Unknown,Unknown,Injection,"Teva Pharmaceuticals USA, Inc.",2025-08-04,New,Oncology,2025,8,1,118,8,8,117,0,11,26.993027301752825,50.13075488779704,0,389.6789758427824,1.1062962027124748,21.62597372132315
Hydrochlorothiazide; Quinapril Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Pfizer Inc.,2025-10-01,New,Cardiovascular,2025,10,1,106,8,24,92,0,4,14.930486917676015,65.96900594609139,1,416.6464727346497,2.044269893843089,1.0621310892083926
Eszopiclone Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-26,New,Neurology,2025,6,1,81,8,24,117,0,10,0.0,51.31673163444013,0,704.446019686584,4.134619706979106,0.0
Acetaminophen; Oxycodone Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Endo Pharmaceuticals, Inc.",2025-11-03,New,Analgesia/Addiction,2025,11,1,0,8,24,35,0,0,26.371259496120548,31.526377757910367,0,714.8532211492732,5.123456732773857,31.04118134067316
Dextrose Monohydrate 5% Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2022-02-14,Reverified,Endocrinology/Metabolism,2022,2,0,64,8,8,42,1,6,3.7539257254779024,52.95307755453423,1,239.4038108624398,2.7731743322761853,35.405687782666405
Insulin Aspart Injection,To Be Discontinued,Unknown,Unknown,Injection,"Novo Nordisk, Inc.",2025-07-21,New,Endocrinology/Metabolism,2025,7,1,112,8,8,86,0,6,34.47184861270363,19.83802343894544,1,354.9695684031856,2.9044521511187966,10.537685091388374
Lasmiditan Succinate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Eli Lilly and Co.,2025-11-03,New,Neurology,2025,11,1,126,8,24,33,0,10,6.611515315323938,47.38831352708351,1,655.7864891914473,2.4902690340949567,0.0
Pilocarpine Hydrochloride Ophthalmic Solution,To Be Discontinued,Unknown,Unknown,Ophthalmic Solution,AbbVie Inc.,2026-03-24,New,Ophthalmology,2026,3,1,180,8,13,0,0,12,55.99868810035079,44.26894020582186,0,220.3777704284323,7.142540911262886,0.0
Desipramine Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Avet Pharmaceuticals, Inc.",2025-08-12,New,Psychiatry,2025,8,1,57,8,24,17,0,15,9.334934153275258,40.42142914000413,1,922.1414521709991,0.0,47.63000224301645
Hydromorphone Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2017-10-31,Reverified,Analgesia/Addiction,2017,10,0,108,8,8,54,1,0,18.558769675886488,42.17217474834352,0,713.2113317040844,3.0739677709756514,21.670862802574398
Insulin Aspart Injection,To Be Discontinued,Unknown,Unknown,Injection,"Novo Nordisk, Inc.",2025-07-21,New,Endocrinology/Metabolism,2025,7,1,112,8,8,86,0,6,41.27034434739339,3.5993209990519404,0,560.0283418681952,8.634954386147099,10.88010054247629
Methylprednisolone Acetate Injection,Current,Available,Unknown,Injection,Pfizer Inc.,2021-12-15,Reverified,Rheumatology,2021,12,0,143,8,8,92,1,19,0.3827136713208965,32.92805202969885,0,636.8292093983218,5.551690150832161,14.54132654258782
Sodium Acetate Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2016-02-03,Reverified,Endocrinology/Metabolism,2016,2,0,208,8,8,54,1,6,29.549198692082587,47.042587825104526,0,336.5882840707201,7.800541721701374,0.0
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,Granules Pharmaceuticals Inc.,2022-10-12,Reverified,Psychiatry,2022,10,0,12,8,24,49,1,15,51.14285508564856,48.516840623942805,0,280.79800223433347,0.0,29.298477106493475
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2018-02-20,Revised,Anesthesia,2018,2,0,32,3,8,54,2,1,0.0,22.39114689962892,1,351.34722435144766,0.2732523055926319,50.001615378280015
Clonazepam Tablet,Current,Available,Unknown,Tablet,Rubicon Research Private Limited,2023-03-27,Reverified,Neurology,2023,3,0,51,8,24,100,1,10,28.692677170646085,72.84557249902342,0,674.9883422909473,5.542144422059403,8.258644866809345
Dexamethasone Sodium Phosphate Injection,Current,Available,Unknown,Injection,Eugia US LLC,2019-02-08,Reverified,Dermatology,2019,2,0,61,8,8,38,1,5,30.19765588496847,25.94415333928098,1,570.3552432480287,8.651891779773004,55.75185554970298
Lisdexamfetamine Dimesylate Capsule,Current,Unavailable,Delay in shipping of the drug,Capsule,SpecGx LLC,2023-07-14,Revised,Psychiatry,2023,7,0,132,0,0,109,2,15,40.636457435546205,66.32805841158822,0,352.0499391075515,0.5762913494658166,18.253926508083488
Midazolam Hydrochloride Injection,Current,Available,Unknown,Injection,WG Critical Care,2020-04-02,Reverified,Anesthesia,2020,4,0,146,8,8,125,1,1,0.260985782438361,54.39827596117706,0,762.3536101576793,2.8367146518804325,45.00129692815505
Morphine Sulfate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-12-22,New,Analgesia/Addiction,2025,12,1,152,8,24,122,0,0,0.0,30.78299918343633,0,439.11875218234616,5.204392425600984,24.60831566443535
Clonazepam Tablet,Current,Available,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2023-03-10,Revised,Neurology,2023,3,0,51,8,24,117,2,10,35.43883131233795,84.05683963740927,1,257.3412390437912,0.0,24.591967835074932
Lisdexamfetamine Dimesylate Capsule,Current,Unavailable,Shortage of an active ingredient,Capsule,Amneal Pharmaceuticals,2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,10,1,15,30.93969346466372,18.739989701357437,1,589.0195282544822,5.565073778742949,47.65888613772929
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Limited Availability,Shortage of an active ingredient,Tablet,"Elite Laboratories, Inc.",2022-10-12,Reverified,Psychiatry,2022,10,0,12,6,24,34,1,15,30.00985700691753,65.22139181942003,1,145.43967093200678,0.0,31.74055907902776
Sodium Chloride 0.9% Injection,To Be Discontinued,Unknown,Unknown,Injection,Fresenius Medical Care North America,2025-06-10,New,Gastroenterology,2025,6,1,210,8,8,43,0,7,31.928964189939514,67.01281099694552,1,30.0,5.476718393394565,25.622721174992307
Vancomycin Hydrochloride Injection,To Be Discontinued,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2025-09-09,New,Anti-Infective,2025,9,1,234,8,8,54,0,2,11.399505568430184,30.246355400313814,0,498.2133985521576,1.0147450963364717,0.0
Clonazepam Tablet,Current,Available,Unknown,Tablet,Rubicon Research Private Limited,2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,100,1,10,29.64507394322007,75.63423660141524,0,269.90517220119074,2.6572084284507596,0.0
Lisdexamfetamine Dimesylate Capsule,Current,Available,Unknown,Capsule,Alvogen,2023-07-14,Reverified,Psychiatry,2023,7,0,132,8,0,7,1,15,30.861449465973624,39.49897667882304,1,411.0459765655527,5.955651843810903,26.87832461028382
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Available,Unknown,Tablet,"Vertical Pharmaceuticals, LLC",2023-07-26,Reverified,Psychiatry,2023,7,0,142,8,24,123,1,15,10.712971639472643,51.35125984415686,0,161.6434786494426,5.3417564664767525,42.01674958056863
Sterile Water Irrigant,Current,Unavailable,Other,Irrigant,Baxter Healthcare,2023-04-28,Revised,Gastroenterology,2023,4,0,215,3,9,20,2,7,62.31549022289513,50.72708045296686,0,923.1262488958996,3.9760563869448866,21.926766008694397
Azacitidine Injection,Current,Available,Unknown,Injection,Accord Healthcare Inc.,2020-12-21,Reverified,Oncology,2020,12,0,21,8,8,1,1,11,34.47665841823575,42.045207687647945,0,268.4775396251516,6.9071216549060495,11.130430416815814
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Torrent Pharma Inc.,2025-06-13,New,Cardiovascular,2025,6,1,11,8,24,119,0,4,1.1739300559470287,62.83778200951521,0,348.80021764021654,0.0,0.0
Furosemide Injection,Current,Available,Other,Injection,Gland Pharma Limited,2020-04-07,Reverified,Cardiovascular,2020,4,0,96,3,8,47,1,4,38.131072172676596,62.456751852148685,0,632.259143654132,4.613243114504241,8.246224137743264
Levothyroxine Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"EMD Serono, Inc.",2025-07-10,New,Endocrinology/Metabolism,2025,7,1,127,8,24,31,0,6,5.506366595453571,6.532296588760026,0,30.0,1.629489607424552,21.964716937955536
Lisdexamfetamine Dimesylate Capsule,Current,Available,Unknown,Capsule,Apotex Corp.,2023-11-01,Reverified,Psychiatry,2023,11,0,132,8,0,12,1,15,40.74169207484904,73.69548534331935,0,30.0,6.754094406039958,7.153150216313582
Sterile Water Irrigant,Current,Limited Availability,Other,Irrigant,Otsuka ICU Medical LLC,2023-04-28,Reverified,Gastroenterology,2023,4,0,215,3,9,89,1,7,48.17191158014808,8.425176263215164,0,633.3334924926945,6.061201208908359,5.533305944038011
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Limited Availability,Demand increase for the drug,Tablet,"Trigen Laboratories, LLC",2023-07-26,Reverified,Psychiatry,2023,7,0,142,1,24,121,1,15,8.586353632965789,67.71601649551647,0,344.26832933824073,6.170044656592015,19.23324104785042
Voriconazole Injection,To Be Discontinued,Unknown,Unknown,Injection,Pfizer Inc.,2025-10-16,New,Antiviral,2025,10,1,238,8,8,92,0,3,44.267522584886436,69.78751301020684,0,184.47671258704548,8.936145498121403,41.72617505183585
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Unavailable,Shortage of an active ingredient,Tablet,Aurobindo Pharma USA,2022-10-12,Revised,Psychiatry,2022,10,0,12,6,24,16,2,15,33.25561853872996,20.998738535265637,1,711.180610531562,7.379042597304933,30.27079081832626
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Unavailable,Discontinuation of the manufacture of the drug,Tablet,"Sun Pharmaceutical Industries, Inc.",2023-07-26,Revised,Psychiatry,2023,7,0,142,2,24,113,2,15,41.4412031998898,35.96208566499914,0,215.82741931220244,3.527735998679767,24.28807678055174
Midazolam Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2020-04-02,Revised,Anesthesia,2020,4,0,146,8,8,54,2,1,62.93585965307895,20.674497293309415,0,403.9206951578764,3.9961964395375094,22.827295711406318
Promethazine Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,"Hikma Pharmaceuticals USA, Inc.",2023-11-21,Revised,Analgesia/Addiction,2023,11,0,193,1,8,53,2,0,20.092237679942592,40.27173733364782,1,186.3543362096205,5.802815142135179,28.267650535357088
Bupivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2018-02-20,Reverified,Anesthesia,2018,2,0,31,8,8,42,1,1,9.92527671285021,38.223245747913694,0,606.2030151874384,4.408524024243488,18.34802636325965
Glyburide Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-10,New,Endocrinology/Metabolism,2025,6,1,100,8,24,117,0,6,7.209711407489536,62.152531709925476,0,966.2266674508709,6.115519965729153,13.83377573482274
Valsartan Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Mylan Pharmaceuticals Inc., a Viatris Company",2025-11-19,New,Cardiovascular,2025,11,1,233,8,24,79,0,4,8.683794300691233,73.82679241463138,1,30.0,0.0,31.07290938887407
Dexmedetomidine Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,Eugia US LLC,2020-04-10,Revised,Anesthesia,2020,4,0,62,1,8,38,2,1,23.457965811717916,75.70504383737904,0,539.430191062726,9.642410556379948,16.61907076756515
Dextrose Monohydrate 10% Injection,Current,Available,Unknown,Injection,B. Braun Medical Inc.,2022-03-01,Reverified,Endocrinology/Metabolism,2022,3,0,63,8,8,18,1,6,31.82303949633288,32.632303415277356,1,799.8059546602227,4.183085750668963,2.1710389629854845
Dextrose Monohydrate 70% Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2024-10-11,Reverified,Endocrinology/Metabolism,2024,10,0,66,8,8,20,1,6,30.53381598660038,40.39711877762039,1,352.4827884429794,0.0,41.649500151946825
Rocuronium Bromide Injection,Current,Available,Unknown,Injection,"Meitheal Pharmaceuticals, Inc.",2023-02-15,Reverified,Anesthesia,2023,2,0,205,8,8,72,1,1,41.54366498072048,7.964359771139094,1,104.13516899644014,1.258619945249436,0.0
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Reverified,Anesthesia,2012,2,0,78,8,8,54,1,1,25.26003783755814,27.270858537083846,0,647.3372344945913,0.0,42.77484236850971
