generic_name,status,therapeutic_category,company_name,year,month,shortage_reason,production_drop_3m,import_dependency,risk_prediction,risk_label
Promethazine Hydrochloride Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2023,11,Demand increase for the drug,20.092237679942592,40.27173733364782,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,2,Unknown,9.92527671285021,38.223245747913694,1,At Risk
Glyburide Tablet,To Be Discontinued,Endocrinology/Metabolism,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,7.209711407489536,62.15253170992548,1,At Risk
Valsartan Tablet,To Be Discontinued,Cardiovascular,"Mylan Pharmaceuticals Inc., a Viatris Company",2025,11,Unknown,8.683794300691233,73.82679241463138,1,At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2020,4,Demand increase for the drug,23.45796581171792,75.70504383737904,0,Not At Risk
Dextrose Monohydrate 10% Injection,Current,Endocrinology/Metabolism,B. Braun Medical Inc.,2022,3,Unknown,31.82303949633288,32.63230341527736,1,At Risk
Dextrose Monohydrate 70% Injection,Current,Endocrinology/Metabolism,Baxter Healthcare,2024,10,Unknown,30.53381598660038,40.39711877762039,0,Not At Risk
Rocuronium Bromide Injection,Current,Anesthesia,"Meitheal Pharmaceuticals, Inc.",2023,2,Unknown,41.54366498072048,7.964359771139094,0,Not At Risk
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Unknown,25.26003783755814,27.270858537083846,0,Not At Risk
Isoniazid Tablet,To Be Discontinued,Anti-Infective,Genus Lifesciences,2025,7,Unknown,54.070681543146335,66.22673592814407,1,At Risk
Clonazepam Tablet,Current,Neurology,Aurobindo Pharma USA,2023,3,Unknown,19.70686333524088,80.5428221180611,0,Not At Risk
Clindamycin Phosphate Injection,Current,Anti-Infective,Pfizer Inc.,2023,3,Other,79.40338333179238,17.844324818641716,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Oryza Pharmaceuticals Inc.,2022,10,Unknown,37.51334695530012,31.965786298636324,0,Not At Risk
Gemcitabine Hydrochloride Injection,To Be Discontinued,Oncology,"Hospira, Inc., a Pfizer Company",2025,9,Unknown,7.856848871674348,44.4190733469036,1,At Risk
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,Takeda Pharmaceuticals USA Inc.,2023,7,Unknown,3.5821500387777547,51.16354549403135,0,Not At Risk
Midazolam Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2020,4,Unknown,34.649448304863704,27.188722561723782,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,3,Unknown,20.530744293482982,54.32934297820997,0,Not At Risk
Azacitidine Injection,Current,Oncology,"Meitheal Pharmaceuticals, Inc.",2020,12,Unknown,39.28000988184184,34.57553436443985,0,Not At Risk
Hydrocortisone Sodium Succinate Injection,Resolved,Pulmonary/Allergy,"Hospira, Inc., a Pfizer Company",2023,3,Unknown,34.4647524914709,44.68205004067786,0,Not At Risk
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,Cardiovascular,Torrent Pharma Inc.,2025,6,Unknown,23.543421746862546,57.01825345608139,0,Not At Risk
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Sun Pharmaceutical Industries, Inc.",2023,7,Unknown,8.0641256386319,45.14128993584063,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Teva Pharmaceuticals USA, Inc.",2022,10,Unknown,0.0,35.399510408415495,0,Not At Risk
Quinapril Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Pfizer Inc.,2025,10,Unknown,16.069700958659578,42.58858431363172,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,3,Other,42.12797588646944,43.05601489748263,0,Not At Risk
Spironolactone Tablet,To Be Discontinued,Cardiovascular,Pfizer Inc.,2025,12,Unknown,29.28187488260408,36.85975734259319,0,Not At Risk
Clindamycin Phosphate Injection,Current,Anti-Infective,Sagent Pharmaceuticals,2023,3,Unknown,0.0852244257602379,39.30648662132375,0,Not At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2023,12,Unknown,28.46361851702364,80.17023775110377,0,Not At Risk
Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Sagent Pharmaceuticals,2018,3,Unknown,32.706347594576734,57.34022785470725,1,At Risk
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,Novadoz Pharmaceuticals LLC,2023,7,Unknown,7.322851275977339,38.49943300335848,0,Not At Risk
Bumetanide Injection,Current,Cardiovascular,MSN Laboratories Private Limited,2017,12,Unknown,28.07450211891056,60.332996899236186,0,Not At Risk
Dextrose Monohydrate 50% Injection,Current,Endocrinology/Metabolism,"Hospira, Inc., a Pfizer Company",2022,1,Unknown,26.16417436892,37.65597122536778,0,Not At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2012,1,Demand increase for the drug,2.140594043387537,70.80874202690612,0,Not At Risk
Nebivolol Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Torrent Pharmaceuticals Limited,2026,3,Unknown,32.155747206965664,53.13212822835807,1,At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Somerset Therapeutics, LLC",2018,3,Unknown,36.215690527364686,42.63935283190696,0,Not At Risk
"Divalproex Sodium Tablet, Delayed Release",To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,46.66102486350554,54.849772367826105,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Unknown,46.07604104069806,10.440724654493016,0,Not At Risk
Midazolam Hydrochloride Injection,Current,Anesthesia,"Avet Pharmaceuticals, Inc.",2020,4,Unknown,0.0,20.21111568398428,1,At Risk
Oxycodone Hydrochloride Oral Solution,To Be Discontinued,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2025,9,Unknown,6.243499201697546,18.73364985922078,1,At Risk
Remifentanil Hydrochloride Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2022,6,Unknown,35.300705344173195,48.14474808480155,0,Not At Risk
Atropine Sulfate Injection,Current,Anesthesia,"Hikma Pharmaceuticals USA, Inc.",2023,12,Unknown,35.275719018244175,83.11532998867202,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,HQ Specialty Pharma,2020,4,Unknown,35.30095372612096,94.08860321623791,0,Not At Risk
Haloperidol Decanoate Injection,To Be Discontinued,Psychiatry,Janssen Pharmaceuticals,2025,4,Unknown,100.0,59.03712423169666,1,At Risk
Rocuronium Bromide Injection,Current,Anesthesia,"Hikma Pharmaceuticals USA, Inc.",2023,2,Unknown,36.41781021386334,56.01857844877805,0,Not At Risk
Amantadine Hydrochloride Tablet,To Be Discontinued,Antiviral,"Upsher-Smith Laboratories, LLC",2025,7,Unknown,47.711312803611975,5.376729848639741,1,At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Pfizer Inc.,2020,4,Unknown,44.08003526986405,33.06117640585152,0,Not At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,Otsuka ICU Medical LLC,2022,2,Unknown,38.02782502611596,27.668757458018742,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Apotex Corp.,2023,11,Unknown,18.694615107193087,31.341352838475448,0,Not At Risk
Methylprednisolone Acetate Injection,Current,Rheumatology,Amneal Pharmaceuticals,2021,12,Unknown,40.17938440986535,41.30083599113463,0,Not At Risk
Nystatin Topical Powder,To Be Discontinued,Anti-Infective,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,9.543495709248564,34.6140072906632,1,At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,Baxter Healthcare,2022,2,Unknown,20.263627865199823,1.455404171732667,0,Not At Risk
Morphine Sulfate Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2017,10,Unknown,15.29272904341793,61.45402563458575,0,Not At Risk
Carboplatin Injection,To Be Discontinued,Oncology,Ingenus Pharmaceuticals LLC,2026,2,Unknown,26.63748278772645,21.399653433724257,1,At Risk
Amino Acid Injection,Current,Gastroenterology,Baxter Healthcare,2020,12,Demand increase for the drug,71.29317133347017,50.26343101044529,0,Not At Risk
Etomidate Injection,Current,Anesthesia,"Caplin Steriles, Ltd.",2022,10,Unknown,0.0,90.62981873449942,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Demand increase for the drug,38.72520380749027,24.77353898509869,0,Not At Risk
Neostigmine Methylsulfate Injection,To Be Discontinued,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2026,1,Unknown,0.0,0.0,1,At Risk
Omeprazole Delayed Release Capsule,To Be Discontinued,Gastroenterology,Sandoz Inc.,2025,10,Unknown,15.56136268421133,38.70790711863757,1,At Risk
Quinapril Hydrochloride Tablet,Current,Cardiovascular,"Lupin Pharmaceuticals, Inc.",2023,1,Requirements related to complying with good manufacturing practices,46.77901193934732,69.22111196996856,0,Not At Risk
Sterile Water Injection,Current,Other,"Hospira, Inc., a Pfizer Company",2021,11,Unknown,26.28560038190925,88.08364399285307,0,Not At Risk
Azelastine Hydrochloride; Fluticasone Propionate Nasal Spray,To Be Discontinued,Pulmonary/Allergy,"Mylan Pharmaceuticals Inc., a Viatris Company",2025,9,Unknown,3.4451044414138785,17.94990892204683,1,At Risk
Dexamethasone Sodium Phosphate Injection,Current,Dermatology,"Mylan Institutional, a Viatris Company",2019,2,Unknown,10.693925814800636,55.92738291120348,0,Not At Risk
Methylprednisolone Acetate Injection,Current,Rheumatology,Amneal Pharmaceuticals,2021,12,Unknown,38.59195497869352,34.76316995083883,0,Not At Risk
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,Takeda Pharmaceuticals USA Inc.,2023,7,Unknown,10.392667365657267,42.669136205309016,0,Not At Risk
Ampicillin Sodium Injection,To Be Discontinued,Anti-Infective,Sandoz Inc.,2025,12,Unknown,29.329171791639496,100.0,0,Not At Risk
"Potassium Chloride Tablet, Extended Release",To Be Discontinued,Endocrinology/Metabolism,"Upsher-Smith Laboratories, LLC",2025,7,Unknown,25.91143679807628,11.934652775306631,1,At Risk
Sodium Acetate Injection,Current,Total Parenteral Nutrition,Milla Pharmaceuticals,2016,3,Unknown,11.967993047883658,50.58227255288062,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Elite Laboratories, Inc.",2022,10,Shortage of an active ingredient,67.87888178650651,55.28924977883953,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,6,Unknown,37.67838044636022,68.88729914866563,0,Not At Risk
Rocuronium Bromide Injection,Current,Anesthesia,"Meitheal Pharmaceuticals, Inc.",2023,2,Unknown,0.0,47.1556293763597,0,Not At Risk
Sodium Acetate Injection,Current,Endocrinology/Metabolism,"Hospira, Inc., a Pfizer Company",2016,2,Unknown,28.72908629538855,51.77711186909025,0,Not At Risk
Sufentanil Citrate Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2022,5,Other,11.76427070463224,36.383731516720594,0,Not At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2023,12,Unknown,42.04866669592448,50.92079270739236,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,6,Demand increase for the drug,9.149585231345988,37.44976993905697,1,At Risk
Liraglutide Injection,Current,Endocrinology/Metabolism,"Meitheal Pharmaceuticals, Inc.",2023,7,Unknown,22.70527117066202,58.67458157683312,0,Not At Risk
Amino Acid Injection,Current,Gastroenterology,Otsuka ICU Medical LLC,2020,12,Shortage of an active ingredient,35.09974557960914,36.86857260704005,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Granules Pharmaceuticals Inc.,2022,10,Unknown,42.31510388340243,53.2962086658481,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,SpecGx LLC,2023,7,Shortage of an active ingredient,0.9940718588844746,44.35621809893048,0,Not At Risk
Methotrexate Sodium Injection,Current,Rheumatology,"Teva Pharmaceuticals USA, Inc.",2023,3,Unknown,18.309975283181032,69.7731055169877,0,Not At Risk
Methylprednisolone Acetate Injection,Current,Rheumatology,Pfizer Inc.,2021,12,Unknown,15.501093776780875,43.8693380810533,0,Not At Risk
Rocuronium Bromide Injection,Current,Anesthesia,"Hikma Pharmaceuticals USA, Inc.",2023,2,Unknown,11.933415348525765,5.993285699448606,0,Not At Risk
Amantadine Hydrochloride Capsule,To Be Discontinued,Antiviral,"Upsher-Smith Laboratories, LLC",2025,7,Unknown,60.309084805621936,72.76227301570782,1,At Risk
Carbamazepine Tablet,To Be Discontinued,Neurology,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,33.09963421921911,25.073889381022383,1,At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,Baxter Healthcare,2022,2,Unknown,0.0,30.617140549725963,0,Not At Risk
Doxycycline Hyclate Tablet,To Be Discontinued,Anti-Infective,"Mylan Pharmaceuticals Inc., a Viatris Company",2026,1,Unknown,43.35723894109552,31.89545153104317,1,At Risk
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,Novadoz Pharmaceuticals LLC,2023,7,Unknown,67.44312394025266,75.23763804975798,0,Not At Risk
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,Cardiovascular,Torrent Pharma Inc.,2025,6,Unknown,45.64930521102293,0.0,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Unknown,0.0,100.0,0,Not At Risk
Morphine Sulfate Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2017,10,Other,15.315318542674971,68.23324979945315,0,Not At Risk
Piperacillin and Tazobactam Injection,To Be Discontinued,Anti-Infective,"Fresenius Kabi USA, LLC",2026,1,Unknown,50.33822298373245,49.91125611084152,1,At Risk
Sterile Water Injection,Current,Other,"Fresenius Kabi USA, LLC",2021,11,Unknown,10.846610687624384,43.7923319864417,0,Not At Risk
Cromolyn Sodium Concentrate,Current,Pulmonary/Allergy,Ailex Pharmaceuticals,2023,11,Unknown,33.87638856292457,51.28218964686845,0,Not At Risk
Etomidate Injection,Current,Anesthesia,"Mylan Institutional, a Viatris Company",2022,10,Unknown,40.492681068586734,56.46469342434544,1,At Risk
Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2018,3,Other,6.46139056843834,59.19474289090125,0,Not At Risk
Lactated Ringers Injection,Resolved,Endocrinology/Metabolism,B. Braun Medical Inc.,2024,10,Unknown,23.809492878764,57.22329825207586,0,Not At Risk
Midazolam Hydrochloride Injection,Current,Anesthesia,Gland Pharma Limited,2020,4,Other,0.0,46.97077498761547,1,At Risk
Nebivolol Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Torrent Pharmaceuticals Limited,2026,3,Unknown,4.512247173314204,40.658554753238825,1,At Risk
Quinapril Hydrochloride Tablet,Current,Cardiovascular,Aurobindo Pharma USA,2023,1,Discontinuation of the manufacture of the drug,19.948636972136796,41.671987759622745,0,Not At Risk
Desmopressin Acetate Spray,Current,Hematology,Ferring,2021,3,Requirements related to complying with good manufacturing practices,0.04433636070301,40.71201783224102,0,Not At Risk
Azacitidine Injection,Current,Oncology,"Dr. Reddy's Laboratories, Inc.",2020,12,Unknown,57.6482260786327,69.94294213107543,0,Not At Risk
Morphine Sulfate Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2017,10,Demand increase for the drug,0.0,58.05824789017896,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,2,Unknown,16.199110266060323,0.0,0,Not At Risk
Remifentanil Hydrochloride Injection,Current,Analgesia/Addiction,"Mylan Institutional, a Viatris Company",2022,6,Unknown,27.614811545721828,59.42981708365474,0,Not At Risk
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Other,53.82546578132231,49.284196283813046,0,Not At Risk
"Streptozocin Powder, For Solution",Current,Oncology,"Teva Pharmaceuticals USA, Inc.",2022,7,Other,0.0,44.58840735819026,1,At Risk
"Doxylamine Succinate and Pyridoxine  Hydrochloride Tablet, Delayed Release",To Be Discontinued,Other,"Mylan Pharmaceuticals Inc., a Viatris Company",2026,1,Unknown,48.26327504309919,36.45259403204452,1,At Risk
Lactated Ringers Injection,Resolved,Endocrinology/Metabolism,B. Braun Medical Inc.,2024,10,Unknown,25.204661220391746,69.7304798396923,0,Not At Risk
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Anesthesia,"Fresenius Kabi USA, LLC",2016,10,Unknown,5.36982697904098,65.84558216670287,0,Not At Risk
Flurazepam Hydrochloride Capsule,Current,Oncology,Chartwell Molecular Holdings LLC,2022,8,Unknown,34.24206948526542,27.9966913078806,0,Not At Risk
Palivizumab Injection,To Be Discontinued,Antiviral,Swedish Orphan Biovitrum AB,2025,8,Unknown,28.9811939114694,53.955150316739775,1,At Risk
Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Gland Pharma Limited,2018,3,Other,12.995662456824109,23.623551840091707,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Cardiovascular,Baxter Healthcare,2017,10,Unknown,26.396041699800374,14.64840037464353,0,Not At Risk
Nebivolol Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Torrent Pharmaceuticals Limited,2026,3,Unknown,17.293728062764796,31.212221059020766,1,At Risk
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Anesthesia,"Fresenius Kabi USA, LLC",2016,10,Unknown,27.27034690502496,63.97265639242069,0,Not At Risk
Sodium Bicarbonate Injection,To Be Discontinued,Endocrinology/Metabolism,"Hospira, Inc., a Pfizer Company",2025,11,Unknown,38.242613490420936,65.9687509982739,1,At Risk
Haloperidol Decanoate Injection,To Be Discontinued,Psychiatry,Janssen Pharmaceuticals,2025,4,Unknown,56.720336322907045,56.28787924214045,1,At Risk
Meperidine Hydrochloride Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2025,5,Other,0.2436900234630172,60.95210731065593,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,2,Unknown,67.66066749312533,56.35592231652909,1,At Risk
Lactated Ringers Injection,Resolved,Endocrinology/Metabolism,Baxter Healthcare,2024,10,Unknown,0.0,30.887404905095053,0,Not At Risk
Dexamethasone Sodium Phosphate Injection,Current,Dermatology,"Fresenius Kabi USA, LLC",2019,2,Unknown,21.96429809928833,54.502295982826695,1,At Risk
Doxercalciferol Injection,To Be Discontinued,Endocrinology/Metabolism,Sanofi-Aventis U.S. LLC,2025,12,Unknown,36.76634412969153,62.60900955500901,0,Not At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,Baxter Healthcare,2022,2,Unknown,30.619837354700653,61.59440925589863,0,Not At Risk
